"id","cuisine"
2159,"korean"
2163,"korean"
2164,"korean"
2174,"korean"
2184,"korean"
2185,"korean"
2187,"korean"
2192,"korean"
2193,"korean"
2208,"korean"
2212,"korean"
2224,"korean"
2226,"korean"
2229,"korean"
2231,"korean"
2232,"korean"
2236,"korean"
2237,"korean"
2242,"korean"
2243,"korean"
2244,"korean"
2245,"korean"
2254,"korean"
2263,"korean"
2268,"korean"
2280,"korean"
2281,"korean"
2284,"korean"
2295,"korean"
2308,"korean"
2314,"korean"
2316,"korean"
2317,"korean"
2329,"korean"
2334,"korean"
2336,"korean"
2338,"korean"
2366,"korean"
2377,"korean"
2379,"korean"
2380,"korean"
2381,"korean"
2396,"korean"
2404,"korean"
2405,"korean"
2406,"korean"
2419,"korean"
2421,"korean"
2427,"korean"
2429,"korean"
2447,"korean"
2448,"korean"
2450,"korean"
2452,"korean"
2459,"korean"
2464,"korean"
2471,"korean"
2473,"korean"
2474,"korean"
2483,"korean"
2484,"korean"
2489,"korean"
2490,"korean"
2492,"korean"
2493,"korean"
2510,"korean"
2511,"brazilian"
2524,"korean"
2526,"korean"
2532,"korean"
2539,"korean"
2547,"korean"
2554,"korean"
2567,"brazilian"
2577,"korean"
2579,"korean"
2580,"korean"
2585,"korean"
2588,"korean"
2593,"korean"
2601,"korean"
2608,"korean"
2629,"korean"
2633,"korean"
2648,"korean"
2649,"korean"
2669,"korean"
2675,"korean"
2676,"korean"
2680,"korean"
2684,"korean"
2685,"brazilian"
2688,"korean"
2701,"korean"
2711,"korean"
2716,"korean"
2718,"korean"
2721,"korean"
2728,"korean"
2740,"korean"
2746,"korean"
2749,"korean"
2751,"korean"
2766,"korean"
2769,"korean"
2771,"korean"
2774,"korean"
2777,"korean"
2781,"korean"
2784,"korean"
2786,"korean"
2787,"korean"
2789,"korean"
2803,"korean"
2812,"korean"
2823,"korean"
2828,"korean"
2830,"korean"
2833,"korean"
2838,"brazilian"
2848,"korean"
2853,"korean"
2860,"korean"
2864,"korean"
2869,"korean"
2870,"korean"
2875,"korean"
2878,"korean"
2880,"brazilian"
2881,"korean"
2902,"korean"
2913,"korean"
2918,"korean"
2924,"korean"
2933,"korean"
2938,"korean"
2940,"korean"
2942,"korean"
2943,"korean"
2944,"korean"
2954,"korean"
2964,"korean"
2970,"korean"
2981,"korean"
2990,"korean"
2991,"korean"
2996,"korean"
2999,"korean"
3001,"korean"
3006,"korean"
3009,"brazilian"
3010,"korean"
3014,"korean"
3015,"korean"
3016,"korean"
3020,"brazilian"
3024,"korean"
3026,"korean"
3029,"korean"
3031,"korean"
3045,"korean"
3063,"korean"
3064,"korean"
3066,"korean"
3067,"korean"
3068,"korean"
3070,"korean"
3080,"korean"
3090,"korean"
3091,"korean"
3094,"korean"
3096,"korean"
3103,"korean"
3105,"korean"
3111,"korean"
3124,"korean"
3133,"korean"
3137,"korean"
3143,"korean"
3151,"korean"
3152,"korean"
3165,"korean"
3175,"korean"
3190,"korean"
3192,"korean"
3202,"korean"
3203,"korean"
3205,"korean"
3207,"korean"
3209,"korean"
3220,"korean"
3222,"korean"
3225,"korean"
3237,"korean"
3240,"korean"
3241,"korean"
3244,"korean"
3249,"korean"
3251,"korean"
3263,"korean"
3265,"korean"
3269,"korean"
3274,"korean"
3281,"korean"
3282,"korean"
3284,"korean"
3292,"korean"
3296,"korean"
3309,"korean"
3313,"korean"
3315,"korean"
3321,"korean"
3322,"korean"
3323,"korean"
3324,"korean"
3329,"korean"
3330,"korean"
3350,"korean"
3352,"korean"
3358,"korean"
3363,"korean"
3369,"korean"
3387,"korean"
3390,"korean"
3397,"korean"
3401,"korean"
3402,"korean"
3403,"korean"
3404,"korean"
3417,"korean"
3424,"korean"
3429,"korean"
3434,"korean"
3444,"korean"
3460,"korean"
3461,"korean"
3462,"korean"
3463,"korean"
3470,"korean"
3483,"korean"
3489,"korean"
3495,"korean"
3502,"korean"
3506,"korean"
3514,"korean"
3528,"korean"
3529,"korean"
3532,"korean"
3533,"korean"
3537,"korean"
3541,"korean"
3545,"brazilian"
3554,"korean"
3557,"korean"
3558,"korean"
3560,"korean"
3561,"korean"
3580,"korean"
3583,"korean"
3596,"korean"
3600,"korean"
3610,"korean"
3619,"korean"
3630,"korean"
3635,"korean"
3652,"korean"
3661,"korean"
3667,"korean"
3677,"korean"
3703,"korean"
3716,"korean"
3725,"korean"
3726,"korean"
3729,"korean"
3734,"korean"
3737,"korean"
3738,"korean"
3739,"korean"
3741,"korean"
3742,"korean"
3743,"korean"
3753,"korean"
3755,"korean"
3761,"korean"
3762,"korean"
3764,"korean"
3785,"korean"
3792,"korean"
3797,"korean"
3816,"korean"
3818,"korean"
3830,"korean"
3835,"korean"
3838,"korean"
3844,"korean"
3846,"korean"
3847,"korean"
3856,"korean"
3859,"korean"
3861,"korean"
3870,"korean"
3875,"korean"
3886,"korean"
3887,"korean"
3889,"korean"
3892,"korean"
3893,"korean"
3895,"korean"
3897,"korean"
3903,"korean"
3909,"korean"
3911,"korean"
3912,"korean"
3924,"korean"
3927,"korean"
3928,"korean"
3930,"korean"
3932,"korean"
3935,"korean"
3938,"korean"
3943,"korean"
3947,"korean"
3954,"korean"
3963,"korean"
3965,"korean"
3969,"korean"
3970,"korean"
3973,"korean"
3979,"korean"
3985,"korean"
3987,"korean"
3995,"korean"
4000,"korean"
4006,"korean"
4008,"korean"
4011,"korean"
4016,"korean"
4019,"korean"
4020,"korean"
4024,"korean"
4029,"korean"
4032,"korean"
4033,"korean"
4034,"korean"
4039,"korean"
4049,"korean"
4052,"korean"
4053,"korean"
4056,"korean"
4072,"korean"
4075,"korean"
4085,"korean"
4090,"korean"
4092,"korean"
4093,"korean"
4097,"korean"
4099,"korean"
4102,"korean"
4103,"korean"
4112,"korean"
4117,"korean"
4125,"korean"
4128,"korean"
4136,"korean"
4139,"korean"
4143,"korean"
4144,"korean"
4148,"korean"
4150,"korean"
4154,"korean"
4160,"korean"
4162,"korean"
4167,"korean"
4171,"korean"
4172,"korean"
4175,"korean"
4179,"korean"
4184,"korean"
4188,"korean"
4190,"korean"
4193,"korean"
4206,"korean"
4209,"korean"
4222,"korean"
4227,"korean"
4231,"korean"
4233,"korean"
4234,"korean"
4236,"korean"
4237,"korean"
4238,"korean"
4244,"korean"
4247,"korean"
4251,"korean"
4253,"korean"
4255,"korean"
4271,"korean"
4272,"korean"
4276,"korean"
4279,"korean"
4280,"korean"
4293,"korean"
4294,"korean"
4301,"korean"
4302,"korean"
4305,"korean"
4306,"brazilian"
4311,"korean"
4312,"korean"
4316,"korean"
4319,"korean"
4320,"korean"
4322,"korean"
4328,"korean"
4334,"korean"
4336,"korean"
4337,"korean"
4338,"korean"
4342,"korean"
4353,"korean"
4356,"korean"
4363,"korean"
4377,"brazilian"
4381,"korean"
4385,"korean"
4386,"korean"
4387,"brazilian"
4388,"korean"
4398,"korean"
4401,"korean"
4402,"korean"
4408,"brazilian"
4410,"korean"
4412,"brazilian"
4416,"korean"
4428,"korean"
4430,"korean"
4446,"korean"
4450,"korean"
4452,"korean"
4453,"korean"
4461,"korean"
4465,"korean"
4466,"korean"
4478,"korean"
4481,"brazilian"
4484,"korean"
4485,"korean"
4488,"korean"
4489,"korean"
4491,"korean"
4501,"korean"
4506,"korean"
4510,"korean"
4511,"korean"
4514,"korean"
4516,"korean"
4522,"korean"
4534,"korean"
4537,"korean"
4540,"korean"
4543,"korean"
4545,"korean"
4546,"korean"
4547,"korean"
4550,"korean"
4553,"korean"
4554,"korean"
4561,"korean"
4562,"korean"
4571,"korean"
4572,"korean"
4582,"korean"
4583,"korean"
4586,"korean"
4591,"korean"
4594,"korean"
4595,"korean"
4608,"korean"
4616,"korean"
4623,"korean"
4633,"korean"
4641,"korean"
4642,"korean"
4643,"korean"
4651,"korean"
4657,"korean"
4658,"korean"
4661,"korean"
4662,"korean"
4669,"korean"
4673,"korean"
4675,"korean"
4679,"korean"
4683,"korean"
4685,"korean"
4686,"korean"
4693,"korean"
4699,"korean"
4700,"korean"
4701,"korean"
4703,"korean"
4708,"korean"
4721,"korean"
4727,"korean"
4732,"korean"
4743,"korean"
4754,"korean"
4763,"korean"
4767,"korean"
4768,"korean"
4777,"korean"
4783,"korean"
4791,"korean"
4794,"korean"
4797,"korean"
4798,"korean"
4801,"korean"
4804,"korean"
4808,"korean"
4809,"korean"
4811,"korean"
4815,"korean"
4819,"korean"
4823,"korean"
4831,"brazilian"
4834,"korean"
4838,"korean"
4847,"korean"
4855,"korean"
4856,"korean"
4862,"korean"
4864,"korean"
4870,"korean"
4874,"korean"
4875,"korean"
4877,"korean"
4887,"korean"
4904,"korean"
4907,"korean"
4924,"korean"
4925,"korean"
4928,"korean"
4933,"korean"
4936,"korean"
4946,"korean"
4948,"korean"
4956,"korean"
4961,"korean"
4966,"korean"
4968,"korean"
4972,"korean"
4974,"korean"
4987,"korean"
4992,"korean"
4994,"korean"
5008,"korean"
5010,"korean"
5012,"korean"
5016,"korean"
5022,"korean"
5024,"korean"
5026,"korean"
5034,"korean"
5037,"korean"
5045,"korean"
5049,"korean"
5051,"korean"
5053,"korean"
5056,"korean"
5057,"korean"
5059,"korean"
5063,"korean"
5072,"korean"
5076,"korean"
5079,"korean"
5088,"korean"
5094,"korean"
5105,"korean"
5110,"korean"
5113,"korean"
5114,"korean"
5115,"korean"
5118,"korean"
5126,"korean"
5127,"korean"
5134,"korean"
5137,"korean"
5138,"korean"
5141,"korean"
5148,"korean"
5150,"korean"
5155,"korean"
5160,"korean"
5169,"korean"
5172,"korean"
5176,"korean"
5181,"korean"
5182,"korean"
5183,"brazilian"
5184,"korean"
5188,"korean"
5195,"korean"
5203,"korean"
5218,"korean"
5219,"korean"
5226,"korean"
5231,"korean"
5234,"korean"
5238,"korean"
5239,"korean"
5247,"korean"
5248,"korean"
5252,"korean"
5255,"korean"
5261,"korean"
5264,"korean"
5265,"korean"
5266,"korean"
5268,"korean"
5270,"korean"
5285,"korean"
5288,"korean"
5293,"korean"
5295,"korean"
5305,"korean"
5306,"korean"
5308,"korean"
5309,"korean"
5311,"korean"
5313,"korean"
5318,"korean"
5326,"korean"
5327,"korean"
5331,"korean"
5339,"korean"
5341,"korean"
5345,"korean"
5349,"korean"
5350,"korean"
5352,"korean"
5355,"korean"
5363,"korean"
5367,"korean"
5370,"korean"
5372,"korean"
5386,"korean"
5398,"korean"
5400,"korean"
5428,"korean"
5434,"korean"
5443,"korean"
5454,"korean"
5456,"korean"
5457,"korean"
5464,"korean"
5476,"korean"
5479,"korean"
5482,"korean"
5484,"korean"
5486,"korean"
5489,"korean"
5491,"korean"
5497,"brazilian"
5499,"korean"
5503,"korean"
5512,"korean"
5516,"korean"
5526,"korean"
5531,"korean"
5535,"korean"
5536,"korean"
5539,"korean"
5540,"korean"
5545,"korean"
5550,"korean"
5551,"korean"
5556,"korean"
5558,"korean"
5560,"korean"
5569,"korean"
5570,"korean"
5582,"korean"
5588,"korean"
5591,"korean"
5592,"korean"
5594,"korean"
5596,"brazilian"
5600,"korean"
5605,"korean"
5612,"korean"
5628,"korean"
5630,"korean"
5643,"korean"
5645,"brazilian"
5649,"korean"
5651,"korean"
5652,"korean"
5657,"korean"
5660,"korean"
5664,"korean"
5668,"korean"
5669,"korean"
5670,"korean"
5676,"korean"
5686,"korean"
5692,"korean"
5702,"korean"
5706,"korean"
5707,"korean"
5710,"korean"
5717,"korean"
5720,"korean"
5721,"korean"
5722,"korean"
5723,"korean"
5730,"korean"
5734,"korean"
5736,"korean"
5741,"korean"
5749,"korean"
5751,"korean"
5760,"korean"
5770,"korean"
5774,"korean"
5778,"korean"
5780,"korean"
5783,"korean"
5784,"korean"
5785,"korean"
5791,"korean"
5794,"korean"
5799,"korean"
5804,"korean"
5805,"korean"
5813,"korean"
5818,"korean"
5820,"korean"
5825,"korean"
5843,"korean"
5844,"korean"
5846,"korean"
5859,"korean"
5861,"korean"
5868,"korean"
5885,"brazilian"
5886,"korean"
5891,"korean"
5892,"korean"
5908,"korean"
5914,"korean"
5920,"korean"
5922,"korean"
5923,"korean"
5928,"korean"
5929,"korean"
5933,"korean"
5938,"korean"
5940,"korean"
5941,"korean"
5951,"korean"
5952,"korean"
5957,"korean"
5970,"korean"
5975,"korean"
5987,"korean"
5995,"korean"
5996,"brazilian"
5998,"korean"
6003,"korean"
6009,"korean"
6013,"korean"
6018,"korean"
6024,"korean"
6026,"korean"
6030,"korean"
6034,"korean"
6036,"korean"
6039,"korean"
6042,"korean"
6047,"korean"
6049,"korean"
6058,"korean"
6061,"korean"
6073,"korean"
6076,"korean"
6077,"korean"
6084,"korean"
6087,"korean"
6092,"korean"
6093,"korean"
6104,"korean"
6108,"korean"
6109,"korean"
6112,"korean"
6113,"korean"
6120,"korean"
6127,"korean"
6136,"korean"
6148,"korean"
6149,"korean"
6160,"korean"
6174,"brazilian"
6176,"korean"
6212,"korean"
6213,"korean"
6217,"korean"
6221,"korean"
6224,"korean"
6235,"korean"
6237,"korean"
6240,"korean"
6243,"korean"
6246,"korean"
6254,"korean"
6260,"korean"
6270,"korean"
6275,"korean"
6278,"korean"
6288,"korean"
6293,"korean"
6294,"korean"
6326,"korean"
6327,"korean"
6330,"korean"
6332,"korean"
6344,"korean"
6346,"korean"
6347,"korean"
6352,"korean"
6355,"korean"
6359,"korean"
6369,"korean"
6372,"korean"
6376,"korean"
6381,"korean"
6386,"korean"
6387,"korean"
6390,"korean"
6391,"korean"
6394,"korean"
6397,"korean"
6404,"korean"
6413,"brazilian"
6416,"korean"
6417,"korean"
6418,"korean"
6419,"korean"
6424,"korean"
6426,"korean"
6438,"korean"
6441,"korean"
6443,"korean"
6446,"korean"
6451,"korean"
6453,"korean"
6457,"korean"
6467,"korean"
6472,"korean"
6477,"korean"
6479,"korean"
6484,"korean"
6486,"korean"
6489,"korean"
6494,"korean"
6499,"korean"
6500,"korean"
6501,"korean"
6502,"korean"
6504,"korean"
6506,"korean"
6512,"korean"
6514,"korean"
6520,"korean"
6523,"korean"
6536,"korean"
6543,"korean"
6545,"korean"
6559,"brazilian"
6561,"korean"
6562,"korean"
6570,"korean"
6571,"korean"
6573,"korean"
6574,"brazilian"
6576,"korean"
6583,"korean"
6585,"korean"
6586,"korean"
6588,"korean"
6590,"korean"
6591,"brazilian"
6593,"korean"
6600,"korean"
6610,"korean"
6618,"korean"
6623,"korean"
6626,"korean"
6633,"korean"
6646,"korean"
6648,"korean"
6650,"brazilian"
6651,"korean"
6660,"korean"
6662,"korean"
6669,"korean"
6675,"korean"
6678,"korean"
6680,"korean"
6685,"korean"
6689,"korean"
6700,"korean"
6710,"korean"
6723,"korean"
6727,"korean"
6731,"korean"
6735,"korean"
6750,"korean"
6752,"brazilian"
6770,"korean"
6781,"korean"
6785,"korean"
6791,"korean"
6792,"korean"
6802,"korean"
6804,"korean"
6806,"korean"
6810,"korean"
6811,"korean"
6843,"korean"
6845,"korean"
6846,"korean"
6847,"korean"
6849,"korean"
6851,"korean"
6855,"korean"
6856,"korean"
6871,"korean"
6873,"korean"
6876,"korean"
6880,"korean"
6888,"korean"
6889,"korean"
6895,"korean"
6901,"korean"
6912,"korean"
6913,"korean"
6915,"korean"
6924,"korean"
6928,"korean"
6936,"korean"
6942,"korean"
6947,"korean"
6948,"korean"
6952,"korean"
6960,"korean"
6976,"korean"
6980,"korean"
6981,"korean"
6984,"korean"
6995,"korean"
7000,"korean"
7003,"korean"
7007,"korean"
7010,"korean"
7011,"korean"
7013,"korean"
7015,"korean"
7025,"korean"
7028,"brazilian"
7030,"korean"
7031,"korean"
7034,"korean"
7046,"korean"
7048,"korean"
7049,"brazilian"
7050,"korean"
7053,"korean"
7062,"korean"
7078,"korean"
7084,"korean"
7092,"korean"
7098,"korean"
7099,"korean"
7100,"korean"
7108,"korean"
7118,"korean"
7124,"korean"
7125,"korean"
7138,"korean"
7140,"korean"
7141,"korean"
7148,"korean"
7151,"korean"
7153,"korean"
7159,"korean"
7163,"korean"
7173,"korean"
7176,"korean"
7182,"korean"
7184,"korean"
7190,"korean"
7201,"korean"
7205,"korean"
7206,"korean"
7207,"korean"
7211,"korean"
7216,"korean"
7223,"korean"
7224,"korean"
7226,"korean"
7237,"korean"
7239,"korean"
7244,"korean"
7246,"korean"
7249,"korean"
7252,"korean"
7256,"korean"
7264,"korean"
7265,"korean"
7268,"korean"
7273,"korean"
7274,"korean"
7278,"korean"
7286,"korean"
7296,"korean"
7311,"korean"
7314,"korean"
7315,"korean"
7316,"korean"
7324,"korean"
7328,"korean"
7329,"korean"
7330,"korean"
7338,"korean"
7340,"korean"
7343,"korean"
7347,"korean"
7349,"korean"
7359,"korean"
7360,"korean"
7364,"korean"
7365,"korean"
7368,"korean"
7370,"korean"
7373,"korean"
7393,"korean"
7396,"korean"
7402,"korean"
7415,"korean"
7426,"korean"
7427,"korean"
7442,"korean"
7444,"korean"
7445,"korean"
7452,"korean"
7457,"korean"
7461,"korean"
7482,"korean"
7485,"korean"
7493,"korean"
7502,"korean"
7503,"korean"
7505,"korean"
7510,"korean"
7513,"korean"
7519,"korean"
7524,"korean"
7537,"brazilian"
7541,"korean"
7556,"korean"
7561,"korean"
7572,"korean"
7574,"korean"
7576,"korean"
7589,"korean"
7592,"korean"
7595,"korean"
7608,"korean"
7614,"brazilian"
7617,"korean"
7619,"korean"
7622,"korean"
7626,"korean"
7632,"korean"
7641,"korean"
7656,"korean"
7679,"korean"
7685,"korean"
7691,"korean"
7694,"korean"
7700,"korean"
7701,"korean"
7704,"korean"
7708,"korean"
7712,"korean"
7742,"korean"
7747,"korean"
7758,"korean"
7761,"korean"
7784,"korean"
7785,"korean"
7788,"korean"
7794,"korean"
7796,"korean"
7798,"korean"
7800,"korean"
7801,"korean"
7802,"korean"
7815,"korean"
7818,"korean"
7837,"korean"
7838,"korean"
7839,"korean"
7841,"korean"
7843,"korean"
7844,"korean"
7850,"korean"
7853,"korean"
7861,"korean"
7866,"korean"
7867,"korean"
7872,"korean"
7877,"korean"
7887,"korean"
7889,"korean"
7917,"korean"
7925,"korean"
7928,"korean"
7929,"korean"
7931,"korean"
7934,"korean"
7935,"korean"
7936,"korean"
7938,"korean"
7946,"korean"
7949,"korean"
7951,"korean"
7952,"korean"
7955,"korean"
7965,"korean"
7977,"korean"
7989,"korean"
7991,"korean"
7993,"korean"
7994,"korean"
8003,"korean"
8005,"korean"
8006,"korean"
8010,"korean"
8011,"korean"
8014,"korean"
8023,"korean"
8030,"korean"
8034,"korean"
8046,"korean"
8053,"korean"
8059,"korean"
8060,"korean"
8063,"korean"
8077,"korean"
8081,"korean"
8084,"korean"
8087,"korean"
8088,"korean"
8096,"korean"
8098,"korean"
8105,"korean"
8119,"korean"
8120,"korean"
8123,"korean"
8128,"korean"
8131,"korean"
8134,"korean"
8147,"brazilian"
8150,"korean"
8157,"korean"
8164,"korean"
8170,"korean"
8178,"korean"
8192,"korean"
8204,"korean"
8205,"korean"
8207,"korean"
8216,"korean"
8218,"korean"
8225,"korean"
8227,"korean"
8230,"korean"
8231,"korean"
8235,"korean"
8236,"korean"
8266,"korean"
8267,"korean"
8272,"korean"
8275,"korean"
8277,"korean"
8281,"korean"
8285,"korean"
8292,"korean"
8300,"korean"
8305,"korean"
8310,"korean"
8311,"korean"
8318,"korean"
8328,"korean"
8336,"korean"
8337,"korean"
8338,"korean"
8341,"korean"
8344,"korean"
8345,"korean"
8350,"korean"
8351,"korean"
8352,"korean"
8356,"korean"
8362,"korean"
8376,"brazilian"
8383,"korean"
8394,"korean"
8395,"korean"
8403,"korean"
8408,"korean"
8410,"korean"
8413,"korean"
8415,"korean"
8416,"korean"
8420,"korean"
8423,"korean"
8427,"korean"
8436,"korean"
8438,"korean"
8440,"korean"
8444,"korean"
8448,"korean"
8471,"korean"
8472,"korean"
8493,"korean"
8497,"brazilian"
8517,"korean"
8520,"korean"
8523,"korean"
8527,"korean"
8538,"korean"
8543,"korean"
8552,"korean"
8553,"korean"
8559,"korean"
8566,"korean"
8581,"korean"
8585,"korean"
8591,"korean"
8596,"korean"
8599,"korean"
8609,"brazilian"
8610,"korean"
8617,"korean"
8618,"korean"
8619,"korean"
8629,"korean"
8638,"korean"
8658,"korean"
8659,"korean"
8662,"korean"
8666,"korean"
8668,"korean"
8676,"brazilian"
8680,"korean"
8681,"korean"
8693,"korean"
8695,"korean"
8702,"korean"
8704,"korean"
8710,"korean"
8731,"korean"
8734,"korean"
8738,"korean"
8749,"korean"
8751,"korean"
8754,"korean"
8772,"korean"
8787,"korean"
8796,"brazilian"
8799,"korean"
8806,"korean"
8812,"korean"
8816,"korean"
8826,"korean"
8828,"korean"
8836,"korean"
8838,"korean"
8839,"korean"
8842,"korean"
8844,"korean"
8845,"korean"
8846,"korean"
8853,"korean"
8855,"korean"
8863,"korean"
8869,"korean"
8873,"korean"
8874,"korean"
8876,"korean"
8878,"korean"
8879,"korean"
8888,"korean"
8893,"korean"
8903,"korean"
8912,"korean"
8918,"korean"
8919,"korean"
8924,"korean"
8935,"korean"
8944,"korean"
8955,"korean"
8956,"korean"
8961,"korean"
8963,"korean"
8965,"korean"
8978,"korean"
8979,"korean"
8983,"korean"
8985,"korean"
8986,"korean"
8988,"korean"
8996,"korean"
9000,"korean"
9001,"korean"
9005,"korean"
9006,"korean"
9015,"brazilian"
9019,"korean"
9028,"korean"
9030,"korean"
9032,"korean"
9035,"korean"
9043,"korean"
